headlines,article_clean,summary_clean,generated_summary,rouge1,rouge2,rougeL,generated_wc,summary_wc
What becomes more expensive after Union Budget 2017? ,"Presenting the Union Budget 2017 in Lok Sabha today, Finance Minister Arun Jaitley announced important changes in the Income Tax slab. Personal income tax in Rs 2.5 lakh - 5 lakh bracket has been reduced to 5 per cent from 10 per cent.Apart from lowering Income Tax rates, one of the major highlights of Jaitley's Budget proposal was new rules concerning political donation. Political parties receiving donations above Rs 2,000 will now have to disclose the identity of the donor, Arun Jaitley said.WATCH: Arun Jaitley's full Budget speech While Prime Minister Narendra Modi hailed Jaitley for tabling a Budget which he said serves the interest of all, Congress vice president Rahul Gandhi slammed it as a damp squib. ""We expected some fireworks but it was damp squib,"" Gandhi told reporters outside Parliament.Although the finance minister made some populist announcements in his Budget, tax rates on certain items have also been hiked. Here is a list of commodities which will cost more, less: WHAT GOES UPWATCH: Why Budget 2017 is important: All you need to knowALSO READ:","Finance Minister Arun Jaitley on Wednesday said excise duty on unmanufactured tobacco will be doubled to 8.3% under Union Budget 2017. Other tobacco-related products like cigars, cheroots, pan masala, and cigarettes will also cost more. Prices of items like roasted or salted cashew nuts, circuit boards used in smartphones, and RO membrane elements for household water filters will also increase.","Personal income tax in Rs 2.5 lakh - 5 lakh bracket has been reduced to 5 per cent from 10 per cent. Political parties receiving donations above Rs 2,000 will now have to disclose the identity of the donor.",0.0784313725490196,0.0,0.058823529411764705,39,60
Heavy vehicles banned on Western Express Highway of Mumbai,"In a move to ease congestion on the Western Express Highway (WEH) during evening peak hours, the traffic police have banned heavy vehicles from plying on the north-bound stretch from Bandra to Dahisar between 5pm and 9pm. While the ban is a temporary move, till the police come up with a permanent solution, it was put into effect from Monday by invoking an old government circular on restriction of heavy vehicles on highways within the city limits.The ban will be for trucks, lorries, water tankers, container carriers as well as private buses. However, ST/BEST buses, school buses and vehicles carrying essential commodities and chartered buses used as office drops will be allowed to use the highway. Massive traffic snarls on the WEH have become a common sight ever since work on the Metro-7 (Dahisar to Andheri) project began earlier this year. The situation, according to officials, has worsened after the rains arrived. While the police have enforced the north-bound traffic restrictions in the evening on a priority basis, they plan to soon bring in a similar four-hour ban on the south-bound stretch during morning peak hours. Amitesh Kumar, joint commissioner of police, traffic, told HT that the north-bound heavy vehicles will be stopped at the Kalanagar junction in Bandra (East) and diverted to the Eastern Express Highway via Sion. They can continue their journey using the Thane-Ghdobunder Road, said Kumar. We are in the process of notifying a comprehensive strategy for the movement of heavy vehicles in the city. Explaining the logic behind enforcing the ban first only during evening peak hours, a source said that while regular motorists travelling from the western suburbs to south Mumbai used the highway at different points of time during the morning, the situation is different during the evening. Almost 80% of these regulars are on the highway between 5pm and 6pm and that creates unprecedented rush. Meanwhile, Kumar said discussions are on with the Thane police to enforce a similar four-hour ban on the entry of heavy vehicles into the city in the morning. As per our plans, heavy vehicles will not be allowed from the Dahisar toll plaza during 7am and 11am, said Kumar, adding that a decision is likely to taken within a week s time. That will ease the flow of south-bound traffic in the morning. However, since thousands of heavy vehicles from nearby states enter the city through the Dahisar check naka on a daily basis, blocking them for four hours in the morning could create jams on the highway beyond Dahisar. We are aware of the problem. Arrangements will be made to either divert them to Thane, so that they can enter the city through Mulund by using the Eastern Express Highway, or some alternative parking arrangements would be made at Mira-Bhayandar, Kumar said.Read more:Heavy rain leaves Mumbai officegoers stuck in traffic for hours","Mumbai Traffic Police have temporarily banned heavy vehicles on the Bandra-Dahisar stretch of the Western Express Highway between 5 PM and 9 PM due to ""unprecedented rush"". State-run buses, school buses, and vehicles used for office drops will reportedly be exempt from the ban. Authorities said that the northbound vehicles will be diverted to the Eastern Express Highway via Sion.","The ban is a temporary move, till the police come up with a permanent solution. Massive traffic snarls on the WEH have become a common sight ever since work on the Metro-7 project began earlier this year. The situation, according to officials, has worsened after the rains arrived.",0.1981981981981982,0.03669724770642202,0.12612612612612611,48,60
It's girl love homage: Priyanka on Katrina line in Baywatch,"Priyanka Chopra made a fleeting visit to India to read a few scripts, finalise her next Bollywood film, catch up with her friends and most importantly, to promote her big ticket Hollywood debut, Baywatch. Starring Dwayne Johnson, Zac Efron and a bevy of beauties, Baywatch has Priyanka Chopra playing the baddie, Victoria Leeds, and she has slayed it as the bad boss lady!Priyanka uneviled the trailer of the Hindi-dubbed version of Baywatch (directed by Seth Gorden) in Mumbai during her visit. Dubbed by Priyanka herself, the trailer went viral almost instantaneously for its absurd and ridiculously funny dialgoues. You cannot miss the one where she flicks Zac Efron off by saying ""Chal na Katrina,"" a translation of ""Easy, Britney.""When it's in Hindi... it's actually even more fun! #ChalNaKatrina#GirlLove#BeBaywatch#VictoriaLeeds an exclusive chat with India Today Television, Priyanka Chopra confessed, ""When I saw it, I laughed for twenty minutes, it was so funny."" On being asked why she chose Katrina to replace Britney in the dialogue, Pee Cee said ""I couldn't think of anyone else. Britney is such a huge star. So I had to find a modern day icon. I think Katrina Kaif is a major icon for Hindi cinema and I really really like her.""She added, ""This was my idea and I thought that it would be a fun replacment, and Katrina was really cool about it. I texted her before the trailer came out and she was like 'yeah, of course.' So I think she obviously saw the humour in it. I am really glad it has become so popular, it's my girl love homage to Katrina.""","Actress Priyanka Chopra has said that the 'Chal Na Katrina' line in Baywatch's Hindi-dubbed trailer is her girl love homage to Katrina Kaif. In the English trailer, the dialogue is ""Easy, Britney"". Priyanka added, ""This was my idea. Britney Spears is a huge star. I had to find a modern day icon...[and] Katrina is a major icon for Hindi cinema.""","Priyanka Chopra made a fleeting visit to India to read a few scripts, finalise her next Bollywood film, catch up with her friends and most importantly, to promote her big ticket Hollywood debut, Baywatch. Priyanka uneviled the trailer of the Hindi-dubbed version of Baywatch in Mumbai during her visit.",0.2831858407079646,0.03603603603603604,0.1415929203539823,49,60
Jat quota agitation: Section 144 imposed across Delhi,"Entry of people to Lutyens Delhi will be restricted from today as Delhi Police has decided to impose prohibitory orders to prevent Jat community members from going ahead with their march to Parliament on Monday.Delhi Police has decided to impose prohibitory orders under CrPC Section 144 across the national capital from today and put a strict vigil in Lutyens Delhi on Monday to prevent protesters.The All India Jat Aarakshan Sangarsh Samiti (AIJASS), which is spearheading the agitation demanding reservations in education and government jobs, has given a call for a march to the national capital to gherao Parliament and to hold dharnas on the Delhi border blocking all highways to press for its demands.The Delhi Police advised students and those appearing in various entrance examinations to start before time so that they don't get stuck owing to heavy checking and blockades.""Under no circumstances, any kind of dharna, violent protest will be allowed in Delhi. We have put adequate security and safety measures in place and tractor-trolleys will not be allowed to enter Delhi from border areas,"" said Dependra Pathak, chief spokesperson of Delhi Police and Special Commissioner of Police (Operations).A three-tier security cover will be in place with 110 companies of external force assisting Delhi Police in maintaining vigil.""All the checkings will be in place and there might be inconvenience for children and entrance exam aspirants. It is advised that those who are appearing for CBSE exams or for other entrance exams should keep a track of time,"" he said.ENTRY TO LUTYENS DELHI RESTRICTEDFrom 11 PM today, entry to Lutyens Delhi will be restricted and persons fulfilling certain criterion will only be allowed entry after proper verification and checking.Bonafide residents, employees working in offices situated in Lutyens Delhi, emergency vehicles, entrance exam candidates, ambulance, hearse van, fire brigade, school buses and those who have come to the area for some work will only be allowed entry after furnishing proof, said another officer.""New Delhi will not be used as transit point for people going from north to south Delhi or vice-versa. Commuters wishing to travel from south Delhi to central Delhi are advised to use Ring Road,"" said Delhi Traffic Police in an advisory.Roads like Kamal Ataturk Marg, Safdarjung Road, Kautilya Marg, Kautilaya T Point Near Bihar Bhawan, route from Teen Murti to Gole Methi roundabout and Zakir Hussain Road for the commuters coming from Nizamuddin to India Gate will be closed from 8 PM onwards today.Other routes between Ring Road and San Martin Marg, Amrita Shergill from Lodhi Road, Max Mueller Mag from Lodhi Road, Arch Bishop Macarious from Lodhi Road and all lanes leading to Panchkuia road except Mandir Marg, RK Ashram Marg and Hospital Road will be closed starting 11 PM today.STOP AGITATORS BEFORE THEY REACH CAPITAL, CENTRE TELLS STATES Ahead of the Jat protests, the Centre has asked police forces of Delhi and its neighbouring states to stop the agitators before they reach the borders of the capital.In an advisory, the Union Home Ministry told Delhi Police and governments of Haryana, Uttar Pradesh and Rajasthan to invoke CrPC 144 to stop Jat protesters, who threatened to stage protests in Delhi demanding reservations in jobs and education, from reaching the national capital, official sources said.Arrest or detain the protesters much before they enter Delhi, disallow movement of buses carrying the protesters on highways and ban tractor trolley movement, the advisory said.Top Home Ministry officials also reviewed the security situation in the national capital and neighbouring states in the wake of threat by the Jats.Union Home Secretary Rajiv Mehrishi took stock of the law and order situation in Delhi, Haryana, Uttar Pradesh and Rajasthan on Wednesday with senior police officials of the four states.He instructed the officials to ensure peace and prevent attempts to disrupt normal life during the protests.CBSE ISSUES ADVISORYMeanwhile, the Central Board of Secondary Education (CBSE) today issued an advisory for students of classes X and XII appearing for examinations on Monday in view of Jat groups threatening to intensify their agitation.""The students and parents are hereby informed and advised to take necessary measures to reach the examination centres well before the scheduled time to avoid any inconvenience in anticipation of the gherao,"" the advisory said.","Ahead of the Jat agitation on March 20, the Delhi Police on Sunday imposed prohibitory orders under CrPC Section 144 across the city to prevent chaos. Furthermore, the metro train services outside Delhi will also remain closed. The police have also issued a traffic advisory on certain routes and have restricted the entry to Lutyens' Delhi.",Delhi Police has decided to impose prohibitory orders under CrPC Section 144 across the national capital from today. A three-tier security cover will be in place with 110 companies of external force assisting Delhi Police in maintaining vigil. Delhi Police advised students and those appearing in various entrance examinations to start before time so that they don't get stuck.,0.3418803418803419,0.1565217391304348,0.25641025641025644,59,56
India must aspire to become global power of happiness: Prez,"By Laxmi Devi Bengaluru, Apr 14 (PTI) President Pranab Mukherjee today underscored the need for India to be a global powerhouse not just in terms of economic parameters but also Gross National Happiness. ""If we aspire to be one of the leading economic powers of the world, yes, we can be, but merely in statistical terms, in terms of gross domestic product (GDP), in terms of skill are not adequate,"" Mukherjee said after laying the foundation stone for the Bengaluru Dr B R Ambedkar School of Economics here. The President said the concept of development has changed now and international organisations like the World Bank and IMF are talking about development in terms of GDP as well as Gross National Happiness (GNH). ""Along with GDP, GNH is considered as one of the important factors of development,"" Mukherjee emphasised. He expressed concern over unemployability of the youth in India, saying ""600 million youth are entering the job market, but their employability is not adequate"".","President Pranab Mukherjee on Friday said India should aspire to become a global powerhouse not just in terms of GDP but also in terms of Gross National Happiness (GNH). ""Along with GDP, GNH is considered as one of the important factors of development,"" Mukherjee added. ""600 million youth are entering the job market, but their employability isn't adequate,"" Mukherjee said.",Pranab Mukherjee underscored the need for India to be a global powerhouse not just in terms of economic parameters but also Gross National Happiness. He was laying the foundation stone for the Bengaluru Dr B R Ambedkar School of Economics.,0.39603960396039606,0.2222222222222222,0.37623762376237624,40,60
"SRK, Big B, Anushka, Sonam win best acting Stardust Awards","The Stardust Awards 2016 was held at Mumbai yesterday and while Pink took most of the accolades in the recently concluded Star Screen Awards, it was Neerja's time to bag all the awards at Stardust.ALSO READ | Star Screen Awards 2016: Complete list of the winners While both Shah Rukh Khan and Amitabh Bachchan earned the top male actors' awards, Anushka Sharma and Sonam Kapoor were noticed for their performances as well.Here is the complete list of winners from Stardust Awards 2016:Viewers' Choice Best Actor of the Year: Amitabh Bachchan for PinkViewers' Choice Best Actress of the Year: Anushka Sharma for Ae Dil Hai Mushkil and SultanWith the directors behind Alizeh & Aarfa a i 14 @karanjohar@aliabbaszafarpic.twitter.com/9dDSIdiMhSEditor's Choice Best Actor of the Year: Shah Rukh Khan for FanEditor's Choice Best Actress of the Year: Sonam Kapoor for NeerjaThank you team bling for everything... but a big shout out to @alisha5dave you're the best manager but a better friend! Love you guys! #priyanka #piya #swati #atul #alisha #neha #shantiA photo posted by sonamkapoor (@sonamkapoor) on Dec 19, 2016 at 11:49am PSTBest Actor in a Negative Role: Jim Sarbh for NeerjaBest Actor in a Supporting Role (Male): Rishi Kapoor for Kapoor and SonsBest Actor in a Supporting Role (Female): Shabana Azmi for NeerjaBest Supporting Actress: @AzmiShabana for her role as Rama Bhanot in #Neerja#StardustAwards#legendpic.twitter.com/a9nsdQWl6uBest Male Debut: Harshvardhan Kapoor for MirzyaBest Female Debut: Saiyami Kher for Mirzya & Disha Patani for MS Dhoni: The Untold StoryALSO WATCH: MIRZYA MOVIE REVIEW Best Superstar of Next Generation: Varun DhawanMost Iconic Performance of the Year: Aishwarya Rai Bachchan for SarbjitLifetime Achievement Award: RekhaGlobal Icon of the Year: Priyanka ChopraViewer's Choice Best Film of the Year: SultanALSO WATCH: Is Rajini a bigger star than Salman Khan Best Story: Kapoor and SonsBest Screenplay: Udta PunjabBest Costume: SultanBest Music Director: Pritam for Ae Dil Hai Mushkil@ipritamofficial wins best composer and best album at @Stardust_MagnaBest singer - @raiisonai Best Lyrics - #AmitabhBhattacharya Best Lyricist: Amitabh Bhattacharya for Channa Mereya from Ae Dil Hai MushkilBest Playback (Male): Arijit Singh for Channa Mereya from Ae Dil Hai MushkilBest Choreographer: Bosco-Caesar for Kala Chashma from Baar Baar Dekho","Shah Rukh Khan won the Editors' Choice Best Actor award for 'Fan', while Sonam Kapoor was named the Best Actress for 'Neerja' at Stardust Awards. In the Viewers' Choice Category, Amitabh Bachchan won the Best Actor award for 'Pink' while Anushka Sharma was named the Best Actress. Meanwhile, 'Sultan' was named the Viewers' Choice Best Film of the year.",The Stardust Awards 2016 was held at Mumbai yesterday. Pink took most of the accolades in the recently concluded Star Screen Awards. Neerja's time to bag all the awards at Stardust.,0.30769230769230765,0.0898876404494382,0.17582417582417584,31,59
Qatar complaints to WTO against Saudi-led trade boycott,"Qatar filed a wide-ranging legal complaint at the World Trade Organization on Monday to challenge a trade boycott by Saudi Arabia, Bahrain and United Arab Emirates, the director of Qatar s WTO office Ali Alwaleed al-Thani told Reuters.By formally requesting consultations with the three countries, the first step in a trade dispute, Qatar triggered a 60 day deadline for them to settle the complaint or face litigation at the WTO and potential retaliatory trade sanctions. We ve given sufficient time to hear the legal explanations on how these measures are in compliance with their commitments, to no satisfactory result, al-Thani said. We have always called for dialogue, for negotiations, and this is part of our strategy to talk to the members concerned and to gain more information on these measures, the legality of these measures, and to find a solution to resolve the dispute. The boycotting states cut ties with Qatar - a major global gas supplier and host to the biggest US military base in the Middle East - on June 5, accusing it of financing militant groups in Syria, and allying with Iran, their regional foe, allegations Doha denies.The boycotting countries have previously told the WTO that they would cite national security to justify their actions against Qatar, using a controversial and almost unprecedented exemption allowed under the WTO rules.They said on Sunday they were ready for talks to tackle the dispute, the worst rift between Gulf Arab states in years, if Doha showed willingness to deal with their demands.The text of Qatar s WTO complaint cites coercive attempts at economic isolation and spells out how they are impeding Qatar s rights in the trade in goods, trade in services and intellectual property.The complaints against Saudi Arabia and the UAE run to eight pages each, while the document on Bahrain is six pages.There was no immediate reaction from the three to Qatar s complaint, which is likely to be circulated at the WTO later this week. REMAIN HOPEFUL The disputed trade restrictions include bans on trade through Qatar s ports and travel by Qatari citizens, blockages of Qatari digital services and websites, closure of maritime borders and prohibition of flights operated by Qatari aircraft.The complaint does not put a value on the trade boycott, and al-Thani declined to estimate how much Qatar could seek in sanctions if the litigation ever reached that stage, which can take 2-5 years or longer in the WTO system. We remain hopeful that the consultations could bear fruit in resolving this, he said.The WTO suit does not include Egypt, the fourth country involved in the boycott. Although it has also cut travel and diplomatic ties with Qatar, Egypt did not expel Qatari citizens or ask Egyptians to leave Qatar.Al-Thani declined to explain why Egypt was not included. Obviously all options are available. But we have not raised a consultation request with Egypt yet, he said.In its WTO case, Qatar would also draw attention to the impact the boycott was having on other WTO members, he added.Many trade diplomats say that using national security as a defence risks weakening the WTO by removing a taboo that could enable countries to escape international trade obligations.Al-Thani said governments had wide discretion to invoke the national security defence but it had to be subject to oversight. If it is self-regulating, that is a danger to the entire multilateral trading system itself. And we believe the WTO will take that into consideration. Qatar also raised the boycott at a meeting of the United Nations International Civil Aviation Organization (ICAO) on Monday, al-Thani said.In comments to Qatar-based Al Jazeera television later on Monday, Qatar s transport and information minister said the boycotting countries had discriminated against Doha in violation of an international agreement guaranteeing overflights. These countries have used this right arbitrarily and imposed it on aircraft registered only in the State of Qatar, Jassim bin Saif al-Sulaiti said.Qatar in June asked Montreal-based ICAO to resolve the conflict, using a dispute resolution mechanism in the Chicago Convention, a 1944 treaty that created the agency and set basic rules for international aviation.Saudi Arabia, the United Arab Emirates, Egypt and Bahrain said on Sunday they would allow Qatari planes to use air corridors in emergencies.","Qatar on Monday filed a legal complaint at the World Trade Organisation (WTO) against a trade boycott by Saudi Arabia, Bahrain, and United Arab Emirates. By formally requesting consultations with the three countries, Qatar has triggered a 60-day deadline for them to settle the complaint or face litigation at the WTO and potential retaliatory trade sanctions.","Qatar filed a wide-ranging legal complaint at the World Trade Organization on Monday to challenge a trade boycott by Saudi Arabia, Bahrain and United Arab Emirates. By formally requesting consultations with the three countries, the first step in a trade dispute, Qatar triggered a 60 day deadline.",0.742857142857143,0.5631067961165048,0.6476190476190476,47,56
Celebrate Indian success stories like Dhirubhai Ambani: Pai,"New Delhi, Feb 21 (PTI) India needs to ""celebrate"" success stories of ""heroes"" like Dhirubhai Ambani and NR Narayana Murthy who have created wealth for the country and jobs for millions, former Infosys executive TV Mohandas Pai said today. ""We have to create a good narrative for India. Our narrative is broken up into very negative matters about this country,"" he said. There are success stories across sectors such as pharmaceuticals, IT and telecom, he said, pointing out that of the top 10 software companies globally, five are Indian. ""Why cant we celebrate that Mukesh Ambani wants to build a mature industry on empowering Indians to connect them to web at very low costs. There are so many success stories in India,"" Pai said addressing an AIMA event. Building a case for compassionate capitalism, he said, ""We need to celebrate success of Indian businessmen like NR Narayana Murthy and Dhirubhai Ambani. ""We need to learn what makes India work. We need more Indian case studies. Why cant an Ambani, Murthy get a Bharat Ratna Why cant we honour businessmen These people build the wealth for India, created jobs for India. I think it is important that we recognise the right kind of heroes.""","India needs to ""celebrate"" success stories of ""heroes"" like Dhirubhai Ambani and Narayana Murthy, who have created wealth for the nation and jobs for millions, former Infosys executive Mohandas Pai said. ""We have to create a good narrative... Our narrative is broken up into very negative matters,"" he stated. ""Why can't an Ambani, Murthy get a Bharat Ratna "" he added.","India needs to ""celebrate"" success stories of ""heroes"" like Dhirubhai Ambani and NR Narayana Murthy, says TV Mohandas Pai. There are success stories across sectors such as pharmaceuticals, IT and telecom, he said.",0.4042553191489362,0.28260869565217395,0.36170212765957444,33,60
Nuclear-capable Prithvi-II missile successfully test-fired,"India today successfully test-fired its indigenously developed nuclear-capable Prithvi-II missile from a test range in Odisha as part of a user trial by the Army. The trial of the surface-to-surface missile, which has a strike range of 350 km, was carried out from a mobile launcher from launch complex-3 of the Integrated Test Range (ITR) at Chandipur near here at around 9.50 am, official sources said. The trial of the sophisticated missile was successful and the mission objectives were met, they said. The Prithvi-II missile is capable of carrying 500 kg to 1,000 kg of warheads and is thrusted by liquid propulsion twin engines. It uses advanced inertial guidance system with manoeuvring trajectory to hit its target with precision and accuracy. The state-of-the-art missile was randomly chosen from the production stock and the entire launch activities were carried out by the specially formed strategic force command (SFC) and monitored by the scientists of the Defence Research and Development Organisation (DRDO) as part of training exercise, a DRDO scientist said. ""The missile trajectory was tracked by the DRDO radars, electro-optical tracking systems and telemetry stations located along the coast of Odisha,"" the sources said. Teams on board the ship deployed near the designated impact point in the Bay of Bengal monitored the terminal events and splashdown. In salvo mode, two Prithvi-II missiles were successfully test fired in quick succession from the same base, on November 21, 2016. Inducted into Indian armed forces in 2003, the nine-metre-tall, single-stage liquid-fuelled Prithvi-II is the first missile to have been developed by the DRDO under the Integrated Guided Missile Development Programme.","India on Friday successfully test-fired its indigenously developed nuclear-capable Prithvi-II missile from the Integrated Test Range in Odisha as part of a user trial by the Indian armed forces. The surface-to-surface medium-range ballistic missile, which was inducted into Indian armed forces in 2003, is capable of carrying 500-1,000 kg of warheads and is thrust by liquid propulsion twin engines.","India today successfully test-fired its indigenously developed nuclear-capable Prithvi-II missile from a test range in Odisha. The trial of the surface-to-surface missile, which has a strike range of 350 km, was carried out from a mobile launcher from Chandipur near here at around 9.50 am.",0.5254237288135594,0.3103448275862069,0.4406779661016949,45,59
People have become victims of a visionless policy: Mamata,"West Bengal Chief Minister Mamata Banerjee on Tuesday termed demonetisation a ""setback"" for commoners and workers, saying the ""visionless policy"" has claimed crores of ""victims"".""Demonetisation is a major setback for commoners and a maximum setback for workers... Crores of people have become victims of a visionless policy. It's a major catastrophe,"" Banerjee wrote on her Facebook page.Mamata took to social media to express her ""deep sorrow"" over the common man's ordeal and claimed that the Narendra Modi led central government's demonetization decision had ""drastically affected about 5 Crore workers in the country"". ""According to reports, around 1.25 Crore workers in the country in unorganized sector, e-commerce, leather, jute, textiles, glass, beedi, gems and jewellery sectors and daily wage earners under government schemes like MNREGA have either lost jobs or have been seriously affected due to cash crunch,"" she added on Facebook.","West Bengal CM Mamata Banerjee on Tuesday slammed the Centre's demonetisation move saying that it is a 'visionless policy' and crores of people have become victims of it. ""Demonetisation is a major setback for commoners and a maximum setback for workers,"" Banerjee added. Banerjee has been leading protests against the move and has been slamming the implementation of the policy.","Mamata took to social media to express her ""deep sorrow"" over the common man's ordeal. She claimed that the Narendra Modi led central government's demonetization decision had ""drastically affected about 5 Crore workers in the country""",0.18181818181818182,0.0,0.1414141414141414,36,60
"Don't care if actors take drugs, but kids shouldn't: Rana","In wake of a major drug bust earlier this month in Hyderabad, actor Rana Daggubati said it worries him and its really dangerous to know that school children have been involved in this racket. The Telangana Prohibition and Excise Department had seized 700 dots of LSD worth Rs 20 lakh and 35gm of MDMA -- commonly known as Ecstasy -- worth Rs 1.4 lakh from three peddlers. The month-long investigation brought to light the drug trade in Hyderabad, which involves not only Tollywood stars and MNC professionals, but also school students from reputed institutions.Commenting on the drug bust scenario, Rana said, Honestly, the whole thing has been blown out of proportion. If a filmmaker or an actor takes drugs, it really doesn t bother me. They are adults and it s their lives and they can do whatever they want. I don t give a damn if you take drugs. What worries Rana is that children are taking drugs. The dangerous story about school kids doing drugs worries me. That s something that needs to be taken more seriously and addressed immediately. When youngsters who don t have a mind of their own are doing drugs, it scares me, he said. Who is supplying drugs to these kids Are these people immigrants How are they bringing drugs into the country, Rana asked.On the career front, Rana awaits the release of Telugu-Tamil political drama Nene Raju, Nene Mantri.","Actor Rana Daggubati, while speaking about Hyderabad drug racket case, has said he isn't bothered about actors taking drugs as they're adults, but he's worried about school children taking drugs. ""When youngsters who don't have a mind of their own are doing drugs, it scares me,"" he added. Rana further said it's something that needs to be taken more seriously.","The Telangana Prohibition and Excise Department had seized 700 dots of LSD worth Rs 20 lakh and 35gm of MDMA -- commonly known as Ecstasy -- worth Rs 1.4 lakh from three peddlers. The month-long investigation brought to light the drug trade in Hyderabad, which involves Tollywood stars and MNC professionals.",0.08620689655172414,0.0,0.034482758620689655,51,60
Gender neutral model to walk at Lakmé Fashion Week,"Breaking fashion stereotypes and debunking myths about the 'perfect' body have always been unique to the Lakme Fashion Week (LFW). To trace a trajectory, LFW Winter witnessed the first-ever plus size show last year. It also chose transgender model Anjali Lama as the winner in the recently held auditions to walk the season. This time, it is taking a leap further to give new meaning to the very idea of inclusivity. The Lakme Fashion Week Summer/Resort 2017 edition will now welcome gender neutral model Petr Nitka to its runway for the very first time.Born in Czech Republic, Petr Nitka is a well-known gender-neutral model who has conquered fashion runways across international waters. Nitka has walked for the South African Fashion Week and has worked with various renowned fashion designers and fashion photographers. He walks for menswear and womenswear equally as he believes that fashion is always different and unique. Also Read: 'Made in Assam' was an all-out success at Lakme Fashion Week 2016","Petr Nitka, a model from the Czech Republic, will become the first gender neutral model to walk at India's Lakme Fashion Week in its upcoming Summer/Resort 2017 edition. Petr has walked for both menswear and womenswear. ""With every season, Lakme Fashion Week is breaking beauty boundaries and showcasing diversity,"" said Purnima Lamba, Head of Innovation at Lakme.",The Lakme Fashion Week Summer/Resort 2017 edition will now welcome gender neutral model Petr Nitka to its runway for the very first time. Nitka is a well-known gender-neutral model who has conquered fashion runways across international waters.,0.4848484848484849,0.16494845360824742,0.22222222222222224,37,57
UK radio station hacked to play song on masturbation,"The communications regulator is hunting a radio pirate who has repeatedly hijacked the airwaves of a local station with a deliberately offensive song about masturbation.The Winker s Song, a 1970s ditty by an artist going by the name Ivor Biggun, has been illegally forced on to the output of Mansfield 103.2 at least eight times in the last month.Ofcom said it was taking the incident extremely seriously and its engineers were working closely with the radio station to trace and identify the pirate.Listeners were last subjected to the song, which uses the word wanker 36 times, this weekend during a live family broadcast from Mansfield s Party in the Market event.It is believed the rogue broadcaster could be using a small transmitter to play the adult theme on the same frequency, overriding the station s scheduled programming. Tony Delahunty, managing director of Mansfield 103.2, said: Some people have told me that their children have started humming the song in the car. We have had calls from people who have found it hilarious, while some have raised their concerns, including our competitors, and a lot of people in the industry are aghast at how difficult it is to stop these people. Speaking to BBC Radio 4 s Today programme, he added: There s is absolutely nothing we could do about it and we re trying very hard to do something about it. We are told by Ofcom who are investigating the matter, that you only need, and this is the frightening thing, a small transmitter and if you can get near where there is an outside broadcast or a signal and you can overpower that signal [and] you re on the airwaves. He claimed the incidents raised the potential for a more serious hijacking of a radio station. This is a clown but it exposes a situation that is available for, who knows a terrorist, that type of person, some idiot who wants to put emergency messages on. It could become an awful lot worse. The big problem is you can t catch them I want it to stop, because it could be inflicting a very nasty message to very young kids and their parents could be annoyed. Ofcom said maliciously causing radio interference was a criminal offence carrying a potential sentence of two years in prison and an unlimited fine.But a spokesman said it doesn t happen that often and requires specialist knowledge and equipment. You need quite a high-powered transmitter to be able to go over the levels that the station is broadcasting at to interrupt their frequencies.Ofcom stressed that it is not as easy to hack a radio station as Delahunty suggested He added: We have a spectrum enforcement team who look after our airwaves and make sure they are kept free from interference, whether it is deliberate or accidental, and we have strong enforcement powers.If radio stations broadcast content that is deemed harmful or offensive, under the Digital Economy Act they can be suspended. Last week Ofcom suspended Sheffield based Imam FM after it broadcast lectures from a former terrorist leader.",Hackers hijacked the airwaves of a UK radio station to play a song about masturbation at least eight times in the last month. 'The Winker's Song' was originally released in the 1970's and uses the word 'wanker' 36 times. The hackers have reportedly been using a transmitter to play the song on the same frequency as the station.,"The Winker s Song, a 1970s ditty by an artist going by the name Ivor Biggun, has been illegally forced on Mansfield 103.2 at least eight times in the last month. Ofcom said it was taking the incident extremely seriously and its engineers were working closely with the radio station to trace and identify the pirate.",0.4273504273504274,0.20869565217391306,0.27350427350427353,56,58
"Who is Jamini Roy, artist honoured with Google Doodle?","Born on April 11, 1887 in West Bengal's Beliatore village in Bankura district, Jamini Roy is often called the father of Modern Indian Art. On his 130th birth anniversary, Google India honoured him with a Google Doodle.In 1903, at the age of 16, Jamini Roy joined the Government School of Art in Kolkata. Despite beginning his career as a painter in the Post-Impressionist genre of portraits and landscapes and following it for quite some time, Jamini Roy, by 1925, began experimenting. Jamini Roy was influenced by the bazaar paintings sold in Kolkata. In another five years, Jamini Roy switched to using indigenous materials and painted on woven mats, cloth and wood coated with lime, says a profile of the artist on saffronart.com.Here are 10 things to know about the impeccable artist:","Indian painter Jamini Roy, born in West Bengal, is known as one of India's leading modern artists of the 20th century. Roy, who reportedly made about 20,000 paintings, was awarded the Padma Bhushan in 1954. Google Doodle honoured Jamini Roy on Tuesday with a doodle inspired by his 'Black Horse' painting, on the occasion of his 130th birth anniversary.","Jamini Roy is often called the father of Modern Indian Art. On his 130th birth anniversary, Google India honoured him with a Google Doodle. In 1903, at the age of 16, Jamini Roy joined the Government School of Art.",0.5,0.14285714285714285,0.24,39,59
